id,type,data
468,3,"[[5507,3,21],[5508,0,8],[5508,0,10],[5509,1,1],[5509,1,1],[5510,-1,3],[5511,-1,8],[5511,-1,2],[5511,-1,2],[5508,5,-1],[5512,0,0],[79,0,0],[5513,18,0],[5514,7,-1],[5515,11,17],[79,0,0],[5516,3,11],[5516,3,10],[5516,-3,10],[5517,-1,3],[5518,-2,4],[5519,2,3],[5520,-2,1],[5521,-2,0]]"
469,0,"[[5522,-1,-3],[5523,-1,-3],[5524,-1,-3],[5525,-1,-3],[5526,0,-3]]"
470,1,"[[5527,0,0],[5528,0,0],[5529,0,0],[5530,0,0],[5531,0,0],[5532,0,0],[5533,0,0],[5534,0,0],[5535,0,0],[5536,0,0],[5537,0,0],[5538,0,0],[5539,0,0],[5540,0,0],[5541,0,0],[5542,0,0],[5543,0,0],[5544,0,0],[5545,0,0],[5546,0,0]]"
471,2,"[[5547,1,0],[5548,0,0],[5549,-1,0],[5550,0,0],[5551,0,0],[5552,0,0],[5553,0,0],[5554,0,0],[5555,0,0],[5556,1,0],[5557,1,0],[5558,0,0],[5559,0,0],[5560,0,0],[5561,0,0]]"
472,0,"[[5562,-2,-3],[5563,-2,-3],[5564,-2,-3],[5565,-2,-3],[5566,-2,-3]]"
473,1,"[[5567,0,0],[5568,0,0],[5569,0,0],[5570,0,0],[5571,0,1],[5572,0,0],[5573,0,0],[5574,0,0],[5575,0,0],[5576,0,0],[5577,0,0],[5578,0,0],[5579,0,0],[5580,0,0],[5581,0,0],[5582,0,0],[5583,0,0],[5584,0,0],[5585,0,0],[5586,0,0]]"
474,2,"[[5587,1,0],[5588,0,0],[5589,0,0],[5590,0,0],[5591,1,0],[5592,0,0],[5593,0,0],[5594,1,0],[5595,0,0],[5596,1,0],[5597,1,0],[5598,0,0],[5599,0,0],[5600,0,0],[5601,0,0]]"
475,0,"[[5602,-2,-3],[5603,-2,-3],[5604,-2,-3],[5605,-2,-3],[5606,-1,-3]]"
476,1,"[[5607,0,0],[5608,0,0],[5609,0,0],[5610,0,0],[5611,0,0],[5612,0,0],[5613,0,0],[5614,0,0],[5615,0,0],[5616,0,0],[5617,0,0],[5618,0,0],[5619,0,0],[5620,0,0],[5621,0,0],[5622,0,0],[5623,0,0],[5624,0,0],[5625,0,0],[5626,0,0]]"
477,2,"[[5627,0,0],[5628,0,0],[5629,0,0],[5630,0,0],[5631,0,0],[5632,0,0],[5633,0,0],[5634,0,0],[5635,0,0],[5636,0,0],[5637,0,0],[5638,0,0],[5639,0,0],[5640,0,0],[5641,0,0]]"
478,0,"[[5642,-1,-1],[5643,-1,-1],[5644,-1,-1],[5645,-1,-1],[5646,-1,-1]]"
479,1,"[[5647,-1,0],[5648,0,0],[5649,0,0],[5650,0,0],[5651,0,0],[5652,0,0],[5653,0,0],[5654,0,0],[5655,0,0],[5656,0,0],[5657,0,0],[5658,0,0],[5659,0,0],[5660,0,0],[5661,0,0],[5662,0,0],[5663,0,0],[5664,0,0],[5665,0,0],[5666,0,0]]"
480,2,"[[5667,0,0],[5668,0,0],[5669,0,0],[5670,0,0],[5671,0,0],[5672,0,0],[5673,0,0],[5674,0,0],[5675,0,0],[5676,0,0],[5677,0,0],[5678,0,0],[5679,0,0],[5680,0,0],[5681,0,0]]"
481,5,"[[5682,0,-7],[5683,3,-7]]"
482,5,"[[5684,0,-1],[5685,0,-1]]"
483,5,"[[5686,1,0],[5687,1,0]]"
484,5,"[[5688,3,-1],[5689,3,-1]]"
485,5,"[[5690,1,0],[5691,2,0]]"
486,5,"[[5692,2,0],[5693,3,0]]"
487,0,"[[5694,0,0],[5695,0,0],[5696,0,0],[5697,0,0],[0,0,0]]"
488,0,"[[5699,0,0],[5700,0,0],[5701,0,0],[5702,0,0],[5703,0,0]]"
489,0,"[[5704,0,0],[5705,0,0],[5706,0,0],[5707,0,0],[5708,0,0]]"
490,0,"[[5709,-1,-6],[5709,-1,-6],[5710,-2,-6],[5711,-2,-6],[5712,-2,-7]]"
491,1,"[[5713,-2,-5],[5714,-7,-6],[5715,-7,-6],[5716,-7,-5],[5717,-4,-5],[5718,-5,-4],[5719,-1,-6],[5720,0,-5],[5721,-4,-7],[5722,-5,-6],[5723,-6,-5],[5724,-3,-6],[5725,-6,-5],[5726,-5,-5],[5727,-9,-5],[5728,-8,-6],[5729,-8,-4],[5730,-7,-6],[5731,-4,-5],[5732,-5,-6]]"
492,2,"[[5733,0,0],[5734,0,0],[5735,0,0],[5736,0,0],[5737,0,0],[5738,0,0],[5739,0,0],[5740,0,0],[5741,0,0],[5742,0,0],[5743,0,-1],[5744,0,0],[5745,0,0],[5746,0,0],[5747,0,0]]"
493,3,"[[5748,13,13],[5748,6,14],[5748,6,14],[5748,18,8],[5748,19,6],[5748,1,12],[5749,29,15],[5749,29,9],[5749,29,9],[5748,10,2],[5750,2,-1],[5748,-27,-17],[5751,10,7],[5751,4,8],[5752,4,17],[5748,-24,-15],[5748,16,8],[5748,16,8],[5748,10,10],[5748,3,13],[5749,35,10],[5749,29,15],[5748,15,3],[5748,11,9]]"
494,3,"[[5753,10,10],[5754,-3,7],[5754,-3,9],[5755,16,7],[5755,16,7],[5756,-2,3],[5757,29,8],[5757,29,2],[5757,28,2],[5753,2,-3],[5754,-6,-6],[79,0,0],[5758,4,6],[5758,-1,6],[5759,6,12],[79,0,0],[5754,5,5],[5753,5,4],[5753,-1,5],[5759,0,4],[5757,34,3],[5757,28,8],[5760,27,11],[5760,23,19]]"
495,3,"[[5761,5,2],[5762,6,2],[5762,7,5],[5763,14,2],[5763,14,2],[5764,2,8],[5765,9,8],[5765,9,3],[5765,9,2],[5762,11,-5],[5762,2,-9],[79,0,0],[5766,3,10],[5766,-2,11],[5768,-3,12],[79,0,0],[5762,13,1],[5762,13,2],[5764,7,10],[5764,4,12],[5765,14,2],[5765,9,7],[5767,31,-4],[5767,27,4]]"
496,3,"[[5769,-2,11],[5770,-2,7],[5770,-2,9],[5771,6,10],[5771,6,9],[5772,9,4],[5773,8,5],[5773,8,-1],[5773,8,-1],[5770,3,-2],[5770,-7,-5],[79,0,0],[5774,22,10],[5775,9,0],[5776,12,11],[79,0,0],[5770,6,6],[5770,5,6],[5770,1,5],[5777,10,5],[5778,2,1],[5779,11,5],[5770,6,-3],[5770,3,2]]"
497,0,"[[5780,-1,-3],[5781,-1,-3],[5782,-1,-4],[5783,-1,-4],[5784,-1,-3]]"
498,0,"[[5785,-3,-14],[5785,-3,-15],[5786,-3,-15],[5786,-3,-15],[5787,-5,-14]]"
499,1,"[[5788,1,-6],[5789,-1,-4],[5790,0,-5],[5791,0,0],[5792,0,-2],[5793,0,-3],[5794,1,-5],[5795,0,-4],[5796,0,0],[5797,0,0],[5798,-1,-1],[5799,0,-3],[5800,0,-5],[5801,0,-5],[5802,0,-5],[5803,1,0],[5804,0,-4],[5805,0,0],[5806,0,-6],[5807,0,-6]]"
500,2,"[[5808,0,0],[5809,0,0],[5810,-1,0],[5811,0,0],[5812,0,0],[5813,1,0],[5814,0,0],[5815,-1,0],[5816,0,0],[5817,0,0],[5818,0,0],[5819,0,0],[5820,0,1],[5821,0,0],[5822,0,0]]"
501,0,"[[5823,0,-11],[5824,0,-11],[5825,0,-11],[5826,0,-11],[5827,0,-11]]"
502,1,"[[5828,-2,-32],[5829,-4,-31],[5830,-3,-32],[5831,-5,-30],[5832,-5,-31],[5833,-3,-31],[5834,-3,-33],[5835,-4,-33],[5836,0,-17],[5837,0,-15],[5838,-2,-28],[5839,-5,-32],[5840,0,-36],[5841,-2,-36],[5842,-5,-32],[5843,-5,-27],[5844,-2,-31],[5845,-4,-28],[5846,-4,-33],[5847,-4,-33]]"
503,2,"[[5848,0,-10],[5849,-4,-10],[5850,-5,-10],[5851,-6,-10],[5852,-4,-11],[5853,-4,-10],[5854,-7,-10],[5855,-2,-10],[5856,-3,-10],[5857,-2,-10],[5858,-3,-9],[5859,-5,-9],[5860,-3,-11],[5861,-2,-9],[5862,-5,-10]]"
504,3,"[[5863,-6,-10],[5864,-5,-4],[5865,-14,9],[5866,-11,-18],[5866,-11,-18],[5867,22,-7],[5868,5,-12],[5868,5,-18],[5868,5,-18],[79,13,9],[79,0,0],[79,0,0],[5869,21,14],[5870,-20,-5],[5871,8,-11],[79,0,0],[79,-1,-16],[79,0,0],[5873,0,-3],[5874,-8,1],[5872,1,-18],[5872,-5,-21],[79,0,0],[79,0,0]]"
505,0,"[[5875,-4,-18],[5876,-4,-18],[5877,-4,-18],[5878,-4,-18],[5879,-2,-18]]"
506,1,"[[5880,-3,-14],[5881,-3,-13],[5882,-3,-15],[5883,-3,-11],[5884,-3,-13],[5885,-4,-14],[5886,-3,-14],[5887,-1,-13],[5888,-1,-13],[5889,-1,-13],[5890,-2,-11],[5891,-3,-14],[5892,-5,-14],[5893,-4,-14],[5894,-2,-15],[5895,-2,-12],[5896,-3,-14],[5897,-2,-12],[5898,0,-15],[5899,-1,-15]]"
507,2,"[[5900,0,-8],[5901,-4,-8],[5902,-1,-8],[5903,-3,-8],[5904,-2,-9],[5905,0,-8],[5906,-4,-8],[5907,-4,-8],[5908,-3,-8],[5909,-3,-8],[5910,-2,-6],[5911,-2,-6],[5912,-1,-6],[5913,-1,-8],[5914,-3,-8]]"
508,0,"[[5915,0,-15],[5916,0,-15],[5917,0,-15],[5918,0,-15],[5919,0,-15]]"
509,1,"[[5920,-2,-16],[5921,-5,-16],[5922,-3,-17],[5923,-5,-15],[5924,-4,-16],[5925,-3,-16],[5926,-4,-17],[5927,-4,-16],[5928,-2,-14],[5929,-2,-14],[5930,-2,-13],[5931,-3,-15],[5932,-6,-16],[5933,-5,-17],[5934,-4,-15],[5935,-4,-15],[5936,-3,-15],[5937,-3,-15],[5938,-3,-15],[5939,-2,-15]]"
510,2,"[[5940,1,-8],[5941,-4,-8],[5942,-3,-8],[5943,-4,-8],[5944,-2,-9],[5945,-2,-8],[5946,-4,-8],[5947,-2,-8],[5948,-3,-8],[5949,-2,-8],[5950,-2,-7],[5951,-2,-5],[5952,-1,-6],[5953,-1,-7],[5954,-3,-8]]"
511,3,"[[5955,-17,13],[5956,-12,2],[5956,-17,3],[5957,-37,-8],[5957,-37,-8],[5958,6,-13],[5959,1,-21],[5959,1,-27],[5959,1,-27],[5956,-11,-7],[5960,-49,-13],[5961,-34,-26],[5962,-15,14],[5963,-19,-9],[5964,13,-15],[5960,-57,-27],[79,5,-4],[79,0,0],[5961,-1,0],[5962,-7,6],[5965,-9,-24],[5965,-13,-24],[79,0,0],[79,0,0]]"
512,0,"[[5966,0,-16],[5967,0,-16],[5968,0,-16],[5969,0,-16],[5970,1,-16]]"
513,1,"[[5971,-3,-19],[5972,-5,-18],[5973,-3,-20],[5974,-4,-18],[5975,-7,-17],[5976,-7,-18],[5977,-6,-21],[5978,-5,-19],[5979,-2,-17],[5980,-2,-18],[5981,-1,-16],[5982,-6,-20],[5983,-7,-19],[5984,-5,-19],[5985,-7,-20],[5986,-6,-15],[5987,-7,-19],[5988,-7,-15],[5989,-6,-20],[5990,-7,-19]]"
514,2,"[[5991,-1,-10],[5992,-4,-9],[5993,-4,-10],[5994,-5,-10],[5995,-1,-11],[5996,-5,-10],[5997,-7,-10],[5998,-4,-10],[5999,-4,-10],[6000,-2,-10],[6001,-2,-9],[6002,-4,-8],[6003,-1,-10],[6004,-1,-7],[6005,-6,-10]]"
515,3,"[[6006,-20,13],[6007,-7,13],[6007,-11,13],[6008,-6,-14],[6008,-6,-14],[6009,26,1],[6010,-1,-19],[6010,-1,-25],[6010,-1,-25],[6011,-11,-2],[6011,-45,-14],[79,0,0],[6012,20,-21],[6013,17,-9],[6014,17,-10],[6011,-53,-30],[6015,-8,-11],[6015,-9,-11],[6007,0,13],[6007,-9,19],[6016,1,-29],[6016,-2,-27],[79,0,0],[79,0,0]]"
516,0,"[[6017,-1,-17],[6018,-1,-17],[6019,-1,-17],[6020,-1,-17],[6021,0,-17]]"
517,1,"[[6022,-8,-22],[6023,-5,-20],[6024,-3,-23],[6025,-8,-19],[6026,-7,-21],[6027,-6,-23],[6028,-6,-23],[6029,-5,-24],[6030,-2,-17],[6031,-2,-17],[6032,-6,-20],[6033,-5,-21],[6034,-5,-22],[6035,-4,-22],[6036,-6,-23],[6037,-5,-18],[6038,-7,-23],[6039,-7,-19],[6040,-5,-22],[6041,-4,-21]]"
518,2,"[[6042,0,-10],[6043,-5,-9],[6044,-4,-10],[6045,-7,-10],[6046,-2,-11],[6047,-5,-10],[6048,-6,-10],[6049,-3,-10],[6050,-4,-10],[6051,-2,-10],[6052,-1,-9],[6053,-3,-8],[6054,0,-10],[6055,0,-7],[6056,-5,-10]]"
519,0,"[[6057,0,-3],[6058,0,-3],[6059,0,-3],[6060,0,-3],[6061,0,-4]]"
520,1,"[[6062,0,-1],[6063,0,0],[6064,0,-1],[6065,0,0],[6066,0,0],[6067,0,0],[6068,0,-1],[6069,0,-1],[6070,0,0],[6071,0,0],[6072,0,0],[6073,0,-1],[6074,0,-1],[6075,0,-1],[6076,0,-1],[6077,0,0],[6078,0,0],[6079,0,0],[6080,0,-1],[6081,0,-1]]"
521,2,"[[6082,0,0],[6083,0,0],[6084,0,0],[6085,-1,0],[6086,0,0],[6087,0,0],[6088,-1,0],[6089,0,0],[6090,1,0],[6091,1,0],[6092,0,0],[6093,0,0],[6094,0,0],[6095,0,0],[6096,-1,0]]"
522,0,"[[6097,0,-1],[6098,0,-1],[6099,0,-1],[6100,0,-1],[6101,0,-2]]"
523,1,"[[6102,0,-1],[6103,0,0],[6104,0,-1],[6105,0,0],[6106,0,0],[6107,0,0],[6108,0,-1],[6109,0,-1],[6110,0,0],[6111,0,0],[6112,0,0],[6113,0,-1],[6114,0,-1],[6115,0,-1],[6116,0,-1],[6117,0,0],[6118,0,0],[6119,0,0],[6120,0,-1],[6121,0,-1]]"
524,2,"[[6122,0,0],[6123,0,0],[6124,0,0],[6125,-1,0],[6126,0,0],[6127,0,0],[6128,-1,0],[6129,0,0],[6130,0,0],[6131,1,0],[6132,0,0],[6133,0,0],[6134,0,0],[6135,0,0],[6136,-1,0]]"
525,0,"[[6137,-6,-7],[6137,-6,-7],[6138,-6,-7],[6138,-6,-7],[6139,-6,-7]]"
526,1,"[[6140,-10,-10],[6141,-2,-9],[6142,-4,-10],[6143,-6,-11],[6144,-6,-10],[6145,-7,-9],[6146,-8,-9],[6147,-7,-10],[6148,-9,-4],[6149,-8,-5],[6150,-6,-6],[6151,-4,-10],[6152,-13,-8],[6153,-12,-9],[6154,1,-10],[6155,-2,-5],[6156,-7,-8],[6157,-9,-5],[6158,-1,-10],[6159,-4,-10]]"
527,2,"[[6160,-1,0],[6161,-2,0],[6162,-5,1],[6163,-6,1],[6164,-2,0],[6165,-6,0],[6166,-4,1],[6167,-1,1],[6168,1,1],[6169,1,1],[6170,2,2],[6171,1,3],[6172,4,0],[6173,4,4],[6174,-2,1]]"
528,0,"[[6175,-1,-6],[6176,-1,-6],[6177,-1,-6],[6177,-1,-6],[6178,-2,-6]]"
529,1,"[[6179,-2,-10],[6180,0,-7],[6181,0,-8],[6182,0,-6],[6183,0,-9],[6184,0,-8],[6185,0,-10],[6186,0,-10],[6187,0,-5],[6188,0,-5],[6189,-2,-6],[6190,0,-9],[6191,-1,-10],[6192,-1,-10],[6193,0,-10],[6194,0,-5],[6195,0,-10],[6196,0,-6],[6197,0,-10],[6198,0,-10]]"
530,2,"[[6199,0,-3],[6200,0,-3],[6201,0,-3],[6202,0,-3],[6203,1,-3],[6204,0,-3],[6205,0,-3],[6206,0,-3],[6207,0,-3],[6208,1,-3],[6209,0,-1],[6210,0,-1],[6211,0,0],[6212,0,-1],[6213,0,-3]]"
531,0,"[[6214,-1,-12],[6215,-1,-12],[6216,-1,-12],[6217,-1,-12],[6218,-2,-12]]"
532,1,"[[6219,-3,-15],[6220,-5,-13],[6221,-3,-14],[6222,-7,-8],[6223,-7,-11],[6224,-9,-13],[6225,-7,-13],[6226,-7,-11],[6227,-6,-12],[6228,-6,-12],[6229,-6,-10],[6230,-6,-12],[6231,-7,-15],[6232,-5,-14],[6233,-8,-15],[6234,-9,-10],[6235,-11,-13],[6236,-12,-9],[6237,-5,-13],[6238,-7,-15]]"
533,2,"[[6239,0,1],[6240,0,1],[6241,0,1],[6242,0,1],[6243,0,1],[6244,0,1],[6245,0,1],[6246,0,1],[6247,0,1],[6248,1,1],[6249,0,0],[6250,0,0],[6251,0,1],[6252,0,0],[6253,0,1]]"
534,4,"[[5231,4,-11],[5232,3,-12]]"
535,1,"[[5233,0,0],[5234,0,0],[5235,0,0],[5236,0,0],[5237,0,0],[5238,0,0],[5239,0,0],[5240,0,0],[5241,0,0],[5242,0,0],[5243,0,0],[5244,0,0],[5245,0,0],[5246,0,0],[5247,0,0],[5248,0,0],[5249,0,0],[5250,0,0],[5251,0,-2],[5252,0,-2]]"
536,2,"[[5253,-2,0],[5254,-1,0],[5255,-3,0],[5256,0,0],[5257,-1,0],[5258,-1,0],[5259,0,0],[5260,-2,0],[5261,-2,0],[5262,-1,0],[5263,-2,0],[5264,0,0],[5265,0,0],[5266,0,0],[5267,-1,0]]"
537,4,"[[5268,2,-5],[5269,2,-6]]"
538,1,"[[5270,0,0],[5271,0,0],[5272,0,0],[5273,0,0],[5274,0,0],[5275,0,0],[5276,0,0],[5277,0,0],[5278,0,0],[5279,0,0],[5280,0,0],[5281,0,0],[5282,0,0],[5283,0,0],[5284,0,0],[5285,0,0],[5286,0,0],[5287,0,0],[5288,0,0],[5289,0,0]]"
539,2,"[[5290,-2,0],[5291,-1,0],[5292,-3,0],[5293,0,0],[5294,-1,0],[5295,-1,0],[5296,0,0],[5297,-2,0],[5298,-2,0],[5299,-2,0],[5300,-2,0],[5301,0,0],[5302,0,1],[5303,0,0],[5304,-1,0]]"
540,4,"[[5305,3,0],[5306,2,0]]"
541,1,"[[5307,0,0],[5308,0,0],[5309,0,0],[5310,0,0],[5311,0,0],[5312,0,0],[5313,0,0],[5314,0,0],[5315,0,0],[5316,0,0],[5317,0,0],[5318,0,0],[5319,0,0],[5320,0,0],[5321,0,0],[5322,0,0],[5323,0,0],[5324,0,0],[5325,0,0],[5326,0,0]]"
542,2,"[[5327,-2,0],[5328,-1,0],[5329,-2,0],[5330,-1,0],[5331,-1,0],[5332,-1,0],[5333,0,0],[5334,-2,0],[5335,-2,0],[5336,-2,0],[5337,-2,0],[5338,0,0],[5339,0,-1],[5340,0,0],[5341,-1,0]]"
543,4,"[[5342,12,2],[5343,2,2]]"
544,1,"[[5344,0,0],[5345,0,0],[5346,0,0],[5347,0,-2],[5348,0,0],[5349,0,0],[5350,0,0],[5351,0,0],[5352,-1,0],[5353,-1,0],[5354,0,0],[5355,0,0],[5356,0,0],[5357,0,0],[5358,0,0],[5359,0,0],[5360,0,0],[5361,0,0],[5362,0,0],[5363,0,0]]"
545,2,"[[5364,-1,0],[5365,-1,0],[5366,-2,0],[5367,0,0],[5368,-1,0],[5369,-1,0],[5370,0,0],[5371,-2,0],[5372,-2,0],[5373,-1,0],[5374,-1,0],[5375,0,0],[5376,0,1],[5377,0,1],[5378,-1,0]]"
546,4,"[[5379,3,0],[5380,3,0]]"
547,1,"[[5381,0,0],[5382,0,0],[5383,0,0],[5384,0,0],[5385,0,0],[5386,0,0],[5387,0,0],[5388,0,0],[5389,0,0],[5390,0,0],[5391,0,0],[5392,0,0],[5393,0,0],[5394,0,0],[5395,0,0],[5396,0,0],[5397,0,0],[5398,0,0],[5399,0,0],[5400,0,0]]"
548,2,"[[5401,-2,0],[5402,-1,0],[5403,-3,0],[5404,0,0],[5405,-1,0],[5406,-1,0],[5407,-1,0],[5408,-2,0],[5409,-2,0],[5410,-1,0],[5411,-2,0],[5412,0,0],[5413,0,0],[5414,0,0],[5415,-1,0]]"
549,4,"[[6439,6,9],[6440,5,9]]"
550,1,"[[6441,0,0],[6442,0,0],[6443,0,0],[6444,0,0],[6445,0,0],[6446,0,0],[6447,0,0],[6448,0,0],[6449,0,0],[6450,0,0],[6451,0,0],[6452,0,0],[6453,0,0],[6454,0,0],[6455,0,0],[6456,0,0],[6457,0,0],[6458,0,0],[6459,0,0],[6460,0,0]]"
551,2,"[[6461,0,0],[6462,0,0],[6463,0,0],[6464,0,0],[6465,0,0],[6466,0,0],[6467,0,0],[6468,0,0],[6469,0,0],[6470,0,0],[6471,0,0],[6472,0,0],[6473,0,0],[6474,0,0],[6475,0,0]]"
552,4,"[[6476,4,9],[6477,5,9]]"
553,1,"[[6478,0,0],[6479,0,0],[6480,0,0],[6481,0,0],[6482,0,0],[6483,0,0],[6484,0,0],[6485,0,0],[6486,0,0],[6487,0,0],[6488,0,0],[6489,0,0],[6490,0,0],[6491,0,0],[6492,0,0],[6493,0,0],[6494,0,0],[6495,0,0],[6496,0,0],[6497,0,0]]"
554,2,"[[6498,1,0],[6499,1,0],[6500,0,0],[6501,0,0],[6502,0,0],[6503,0,0],[6504,0,0],[6505,0,0],[6506,0,0],[6507,1,0],[6508,0,0],[6509,0,0],[6510,0,1],[6511,0,0],[6512,-1,0]]"
555,4,"[[6513,5,9],[6514,5,9]]"
556,1,"[[6515,0,-2],[6516,0,-1],[6517,0,-2],[6518,0,0],[6519,0,-1],[6520,0,-1],[6521,0,-2],[6522,0,-2],[6523,0,0],[6524,0,0],[6525,0,0],[6526,0,0],[6527,0,-2],[6528,0,-2],[6529,0,-2],[6530,0,0],[6531,0,-1],[6532,0,0],[6533,0,-2],[6534,0,-2]]"
557,2,"[[6535,1,0],[6536,0,0],[6537,-1,0],[6538,0,0],[6539,0,0],[6540,0,0],[6541,0,0],[6542,0,0],[6543,0,0],[6544,0,0],[6545,0,0],[6546,0,0],[6547,0,1],[6548,0,0],[6549,0,0]]"
558,4,"[[6550,0,0],[6551,1,0]]"
559,1,"[[6552,0,-1],[6553,0,0],[6554,0,-2],[6555,0,0],[6556,0,-1],[6557,0,-1],[6558,0,-2],[6559,0,-2],[6560,-1,0],[6561,-1,0],[6562,-1,0],[6563,0,0],[6564,0,-2],[6565,0,-2],[6566,0,-2],[6567,0,0],[6568,0,-1],[6569,0,0],[6570,0,-2],[6571,0,-2]]"
560,2,"[[6572,1,0],[6573,0,0],[6574,0,0],[6575,0,0],[6576,0,0],[6577,1,0],[6578,0,0],[6579,0,0],[6580,0,0],[6581,1,0],[6582,0,0],[6583,0,0],[6584,0,1],[6585,0,1],[6586,0,0]]"
561,4,"[[6587,2,1],[6588,3,1]]"
562,1,"[[6589,0,0],[6590,0,0],[6591,0,0],[6592,0,0],[6593,0,0],[6594,0,0],[6595,0,0],[6596,0,0],[6597,0,0],[6598,0,0],[6599,0,0],[6600,0,0],[6601,0,0],[6602,0,0],[6603,0,0],[6604,0,0],[6605,0,0],[6606,0,0],[6607,0,0],[6608,0,0]]"
563,2,"[[6609,1,0],[6610,0,0],[6611,-1,0],[6612,0,0],[6613,0,0],[6614,0,0],[6615,0,0],[6616,0,0],[6617,0,0],[6618,0,0],[6619,0,0],[6620,0,0],[6621,0,1],[6622,0,0],[6623,0,0]]"
564,1,"[[6624,0,-3],[6625,0,-2],[6626,0,-3],[6627,0,0],[6628,0,-1],[6629,0,-2],[6630,0,-3],[6631,0,-2],[6632,0,0],[6633,0,0],[6634,0,0],[6635,0,0],[6636,0,-3],[6637,0,-3],[6638,0,-3],[6639,0,0],[6640,0,-2],[6641,0,0],[6642,0,-3],[6643,0,-3]]"
565,2,"[[6644,1,0],[6645,0,0],[6646,-1,0],[6647,0,0],[6648,0,0],[6649,0,0],[6650,0,0],[6651,0,0],[6652,0,0],[6653,0,0],[6654,0,0],[6655,0,0],[6656,0,1],[6657,0,0],[6658,0,0]]"
566,1,"[[6659,0,0],[6660,0,0],[6661,0,0],[6662,0,0],[6663,0,0],[6664,0,0],[6665,0,0],[6666,0,0],[6667,0,0],[6668,0,0],[6669,0,0],[6670,0,0],[6671,0,0],[6672,0,0],[6673,0,0],[6674,0,0],[6675,0,0],[6676,0,0],[6677,0,0],[6678,0,0]]"
567,2,"[[6679,0,0],[6680,0,0],[6681,0,0],[6682,0,0],[6683,0,0],[6684,0,0],[6685,-1,0],[6686,0,0],[6687,0,0],[6688,1,0],[6689,0,0],[6690,0,0],[6691,0,1],[6692,0,0],[6693,-1,0]]"
568,1,"[[6694,-3,-7],[6695,0,-8],[6696,0,-9],[6697,0,-5],[6698,0,-7],[6699,0,-7],[6700,0,-9],[6701,0,-9],[6702,0,0],[6703,0,0],[6704,0,-5],[6705,0,-8],[6706,-4,-8],[6707,-3,-8],[6708,0,-9],[6709,0,-4],[6710,0,-7],[6711,0,-3],[6712,0,-9],[6713,0,-9]]"
569,2,"[[6714,0,0],[6715,0,0],[6716,0,0],[6717,0,0],[6718,0,0],[6719,0,0],[6720,0,0],[6721,0,0],[6722,0,0],[6723,0,0],[6724,0,0],[6725,0,0],[6726,0,1],[6727,0,0],[6728,0,0]]"
570,5,"[[6729,0,-4],[6730,2,-4]]"
571,1,"[[6731,0,-1],[6732,0,0],[6733,0,-1],[6734,0,-2],[6735,0,0],[6736,0,0],[6737,0,-2],[6738,0,-1],[6739,-1,0],[6740,-1,0],[6741,-1,0],[6742,0,0],[6743,-3,-1],[6744,-2,-1],[6745,0,-1],[6746,0,0],[6747,0,0],[6748,0,0],[6749,0,-1],[6750,0,-1]]"
572,2,"[[6751,1,0],[6752,0,0],[6753,0,0],[6754,0,0],[6755,0,0],[6756,1,0],[6757,0,0],[6758,0,0],[6759,0,0],[6760,1,0],[6761,0,0],[6762,0,0],[6763,0,1],[6764,0,1],[6765,0,0]]"
573,0,"[[6766,-2,0],[6767,-2,0],[6768,-2,0],[6769,-2,0],[6770,-1,0]]"
574,0,"[[6771,0,0],[6772,0,0],[6773,0,0],[6774,0,0],[6775,0,0]]"
575,0,"[[6776,0,0],[6777,0,0],[6778,0,0],[6779,0,0],[6780,0,0]]"
576,4,"[[6781,4,1],[6782,4,1]]"
577,1,"[[6783,-3,-22],[6784,0,-21],[6785,0,-22],[6786,0,-19],[6787,0,-21],[6788,0,-21],[6789,0,-22],[6790,0,-21],[6791,0,-6],[6792,0,-4],[6793,0,-17],[6794,0,-20],[6795,-4,-21],[6796,-3,-21],[6797,0,-22],[6798,0,-17],[6799,0,-19],[6800,0,-15],[6801,0,-22],[6802,0,-22]]"
578,2,"[[6803,0,0],[6804,0,0],[6805,-1,0],[6806,-1,0],[6807,0,0],[6808,-1,0],[6809,-1,0],[6810,0,0],[6811,0,0],[6812,0,0],[6813,0,-1],[6814,0,0],[6815,0,0],[6816,0,0],[6817,-1,0]]"
579,5,"[[6818,-1,-3],[6819,0,-4]]"
580,1,"[[6820,-3,-2],[6821,0,-2],[6822,0,-3],[6823,0,0],[6824,0,-1],[6825,0,-2],[6826,0,-3],[6827,0,-2],[6828,0,0],[6829,0,0],[6830,0,0],[6831,0,-2],[6832,-2,-2],[6833,-1,-2],[6834,0,-2],[6835,0,0],[6836,0,-2],[6837,0,0],[6838,0,-3],[6839,0,-3]]"
581,2,"[[6840,1,0],[6841,0,0],[6842,-1,0],[6843,0,0],[6844,0,0],[6845,0,0],[6846,0,0],[6847,0,0],[6848,0,0],[6849,0,0],[6850,0,0],[6851,0,0],[6852,0,1],[6853,0,0],[6854,0,0]]"
582,4,"[[6855,3,8],[6856,5,8]]"
583,1,"[[6857,-2,-1],[6858,0,0],[6859,0,-1],[6860,0,0],[6861,0,0],[6862,0,0],[6863,0,-2],[6864,0,-1],[6865,0,0],[6866,0,0],[6867,0,0],[6868,0,-2],[6869,-3,-1],[6870,-1,-2],[6871,0,-1],[6872,0,0],[6873,0,0],[6874,0,0],[6875,0,-1],[6876,0,-1]]"
